Datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day_of_week,month,is_weekend,CO(GT)_lag_1,CO(GT)_lag_2,CO(GT)_lag_3,PT08.S1(CO)_lag_1,PT08.S1(CO)_lag_2,PT08.S1(CO)_lag_3,T_lag_1,T_lag_2,T_lag_3,RH_lag_1,RH_lag_2,RH_lag_3,CO(GT)_rolling_mean_6,PT08.S1(CO)_rolling_mean_6,T_rolling_mean_6,RH_rolling_mean_6
2004-05-27 01:00:00,1.376595744680851,949.0,121.13314840499308,6.6,841.0,118.44680851063828,1155.0,112.5744680851064,1393.0,954.0,18.6,39.3,0.8355,1,3,5,0,1.3680851063829786,1.3595744680851063,1.3510638297872342,1026.0,1101.0,1021.0,19.9,21.1,21.7,36.3,30.9,29.2,1.3468085106382979,1078.3333333333333,22.866666666666664,28.116666666666664
2004-05-27 02:00:00,1.3851063829787231,846.0,121.02773925104024,3.6,687.0,118.82978723404256,1295.0,112.63829787234044,1288.0,726.0,18.6,38.8,0.8228,2,3,5,0,1.376595744680851,1.3680851063829786,1.3595744680851063,949.0,1026.0,1101.0,18.6,19.9,21.1,39.3,36.3,30.9,1.35531914893617,1048.1666666666667,21.516666666666666,31.416666666666668
2004-05-27 03:00:00,1.3936170212765957,811.0,120.92233009708738,2.3,606.0,119.2127659574468,1417.0,112.70212765957449,1248.0,656.0,19.0,38.9,0.8468,3,3,5,0,1.3851063829787231,1.376595744680851,1.3680851063829786,846.0,949.0,1026.0,18.6,18.6,19.9,38.8,39.3,36.3,1.3638297872340424,1002.0,20.45,33.81666666666666
2004-05-27 04:00:00,1.402127659574468,803.0,120.81692094313452,2.0,586.0,119.59574468085108,1442.0,112.76595744680851,1232.0,573.0,18.0,40.9,0.8394,4,3,5,0,1.3936170212765957,1.3851063829787231,1.376595744680851,811.0,846.0,949.0,19.0,18.6,18.6,38.9,38.8,39.3,1.3723404255319147,959.0,19.816666666666666,35.56666666666666
2004-05-27 05:00:00,1.4106382978723404,882.0,120.7115117891817,4.1,715.0,119.97872340425532,1246.0,112.82978723404256,1367.0,780.0,15.5,48.6,0.8505,5,3,5,0,1.402127659574468,1.3936170212765957,1.3851063829787231,803.0,811.0,846.0,18.0,19.0,18.6,40.9,38.9,38.8,1.3808510638297868,922.6666666666666,19.2,37.516666666666666
2004-05-27 06:00:00,1.4191489361702128,963.0,120.60610263522884,6.5,836.0,120.36170212765956,1085.0,112.8936170212766,1429.0,920.0,16.0,47.9,0.8659,6,3,5,0,1.4106382978723404,1.402127659574468,1.3936170212765957,882.0,803.0,811.0,15.5,18.0,19.0,48.6,40.9,38.9,1.3893617021276592,886.1666666666666,18.26666666666667,40.46666666666666
2004-05-27 07:00:00,1.4276595744680851,1413.0,120.50069348127602,24.8,1424.0,120.74468085106383,739.0,112.95744680851064,2102.0,1544.0,17.0,46.0,0.883,7,3,5,0,1.4191489361702128,1.4106382978723404,1.402127659574468,963.0,882.0,803.0,16.0,15.5,18.0,47.9,48.6,40.9,1.3978723404255315,875.6666666666666,17.616666666666667,42.4
2004-05-27 08:00:00,1.4361702127659577,1485.0,120.39528432732315,34.4,1650.0,121.12765957446808,632.0,113.02127659574468,2337.0,1789.0,19.0,41.6,0.9039,8,3,5,0,1.4276595744680851,1.4191489361702128,1.4106382978723404,1413.0,963.0,882.0,17.0,16.0,15.5,46.0,47.9,48.6,1.4063829787234041,953.0,17.35,43.51666666666667
2004-05-27 09:00:00,1.4446808510638298,1354.0,120.28987517337032,24.5,1418.0,121.51063829787232,749.0,113.08510638297872,2043.0,1629.0,21.8,35.0,0.9002,9,3,5,0,1.4361702127659577,1.4276595744680851,1.4191489361702128,1485.0,1413.0,963.0,19.0,17.0,16.0,41.6,46.0,47.9,1.4148936170212763,1059.5,17.416666666666668,43.98333333333333
2004-05-27 10:00:00,1.4531914893617022,1074.0,120.18446601941748,9.0,939.0,121.8936170212766,1071.0,113.14893617021276,1513.0,997.0,25.6,28.0,0.9088,10,3,5,0,1.4446808510638298,1.4361702127659577,1.4276595744680851,1354.0,1485.0,1413.0,21.8,19.0,17.0,35.0,41.6,46.0,1.4234042553191488,1150.0,17.883333333333333,43.333333333333336
2004-05-27 11:00:00,1.4617021276595743,1022.0,120.07905686546464,8.4,914.0,122.27659574468083,1132.0,113.2127659574468,1446.0,847.0,26.4,23.1,0.7853,11,3,5,0,1.4531914893617022,1.4446808510638298,1.4361702127659577,1074.0,1354.0,1485.0,25.6,21.8,19.0,28.0,35.0,41.6,1.4319148936170212,1195.1666666666667,19.150000000000002,41.18333333333333
2004-05-27 12:00:00,1.4702127659574469,1100.0,119.9736477115118,11.5,1034.0,122.65957446808513,995.0,113.27659574468083,1586.0,958.0,27.1,24.2,0.856,12,3,5,0,1.4617021276595743,1.4531914893617022,1.4446808510638298,1022.0,1074.0,1354.0,26.4,25.6,21.8,23.1,28.0,35.0,1.4404255319148935,1218.5,20.966666666666665,36.93333333333334
2004-05-27 13:00:00,1.4787234042553192,1073.0,119.86823855755895,12.1,1052.0,123.04255319148936,1009.0,113.34042553191487,1574.0,854.0,27.5,20.9,0.7565,13,3,5,0,1.4702127659574469,1.4617021276595743,1.4531914893617022,1100.0,1022.0,1074.0,27.1,26.4,25.6,24.2,23.1,28.0,1.4489361702127657,1241.3333333333333,22.816666666666666,32.983333333333334
2004-05-27 14:00:00,1.4872340425531916,1049.0,119.7628294036061,10.1,983.0,123.4255319148936,1071.0,113.40425531914892,1515.0,782.0,29.5,19.7,0.8015,14,3,5,0,1.4787234042553192,1.4702127659574469,1.4617021276595743,1073.0,1100.0,1022.0,27.5,27.1,26.4,20.9,24.2,23.1,1.457446808510638,1184.6666666666667,24.566666666666666,28.8
2004-05-27 15:00:00,1.495744680851064,1086.0,119.65742024965326,11.9,1048.0,123.80851063829788,1016.0,113.46808510638296,1580.0,888.0,30.6,18.6,0.8014,15,3,5,0,1.4872340425531916,1.4787234042553192,1.4702127659574469,1049.0,1073.0,1100.0,29.5,27.5,27.1,19.7,20.9,24.2,1.4659574468085104,1112.0,26.316666666666666,25.150000000000002
2004-05-27 16:00:00,1.5042553191489365,1059.0,119.55201109570042,11.3,1027.0,124.19148936170212,1066.0,113.53191489361704,1521.0,764.0,31.3,15.8,0.7106,16,3,5,0,1.495744680851064,1.4872340425531916,1.4787234042553192,1086.0,1049.0,1073.0,30.6,29.5,27.5,18.6,19.7,20.9,1.474468085106383,1067.3333333333333,27.783333333333335,22.416666666666668
2004-05-27 17:00:00,1.5127659574468084,1244.0,119.4466019417476,20.2,1301.0,124.5744680851064,842.0,113.59574468085108,1801.0,1170.0,29.4,21.0,0.8452,17,3,5,0,1.5042553191489365,1.495744680851064,1.4872340425531916,1059.0,1086.0,1049.0,31.3,30.6,29.5,15.8,18.6,19.7,1.482978723404255,1064.8333333333333,28.733333333333334,20.383333333333336
2004-05-27 18:00:00,1.5212765957446808,1320.0,119.34119278779474,24.8,1423.0,124.95744680851064,767.0,113.65957446808513,1986.0,1385.0,27.0,23.5,0.8256,18,3,5,0,1.5127659574468084,1.5042553191489365,1.495744680851064,1244.0,1059.0,1086.0,29.4,31.3,30.6,21.0,15.8,18.6,1.4914893617021274,1101.8333333333333,29.23333333333333,20.033333333333335
2004-05-27 19:00:00,1.5297872340425531,1236.0,119.23578363384188,20.3,1304.0,125.34042553191487,822.0,113.72340425531917,1868.0,1237.0,25.8,26.7,0.8758,19,3,5,0,1.5212765957446808,1.5127659574468084,1.5042553191489365,1320.0,1244.0,1059.0,27.0,29.4,31.3,23.5,21.0,15.8,1.5,1138.5,29.216666666666665,19.916666666666668
2004-05-27 20:00:00,1.5382978723404257,1136.0,119.13037447988904,16.2,1187.0,125.72340425531917,904.0,113.7872340425532,1735.0,1127.0,23.7,28.4,0.8225,20,3,5,0,1.5297872340425531,1.5212765957446808,1.5127659574468084,1236.0,1320.0,1244.0,25.8,27.0,29.4,26.7,23.5,21.0,1.5085106382978724,1165.6666666666667,28.933333333333334,20.883333333333336
2004-05-27 21:00:00,1.5468085106382978,1110.0,119.0249653259362,13.3,1093.0,126.1063829787234,961.0,113.85106382978724,1661.0,1091.0,21.3,33.0,0.8284,21,3,5,0,1.5382978723404257,1.5297872340425531,1.5212765957446808,1136.0,1236.0,1320.0,23.7,25.8,27.0,28.4,26.7,23.5,1.5170212765957445,1180.1666666666667,27.966666666666665,22.333333333333332
2004-05-27 22:00:00,1.5553191489361702,1026.0,118.91955617198336,10.3,990.0,126.48936170212768,1032.0,113.91489361702128,1553.0,972.0,20.5,35.3,0.8435,22,3,5,0,1.5468085106382978,1.5382978723404257,1.5297872340425531,1110.0,1136.0,1236.0,21.3,23.7,25.8,33.0,28.4,26.7,1.5255319148936168,1184.1666666666667,26.416666666666668,24.733333333333334
2004-05-27 23:00:00,1.5638297872340423,1038.0,118.81414701803052,9.6,961.0,126.87234042553192,1026.0,113.97872340425532,1530.0,949.0,19.4,38.1,0.8511,23,3,5,0,1.5553191489361702,1.5468085106382978,1.5382978723404257,1026.0,1110.0,1136.0,20.5,21.3,23.7,35.3,33.0,28.4,1.5340425531914892,1178.6666666666667,24.616666666666664,27.98333333333333
2004-05-28 00:00:00,1.5723404255319149,975.0,118.70873786407768,7.8,892.0,127.25531914893617,1015.0,114.04255319148936,1480.0,890.0,19.4,40.7,0.9045,0,4,5,0,1.5638297872340423,1.5553191489361702,1.5468085106382978,1038.0,1026.0,1110.0,19.4,20.5,21.3,38.1,35.3,33.0,1.5425531914893613,1144.3333333333333,22.95,30.833333333333332
2004-05-28 01:00:00,1.5808510638297872,908.0,118.60332871012484,6.1,814.0,127.63829787234044,1089.0,114.1063829787234,1403.0,763.0,17.8,44.9,0.903,1,4,5,0,1.5723404255319149,1.5638297872340423,1.5553191489361702,975.0,1038.0,1026.0,19.4,19.4,20.5,40.7,38.1,35.3,1.5510638297872337,1086.8333333333333,21.683333333333334,33.699999999999996
2004-05-28 02:00:00,1.5893617021276596,896.0,118.49791955617198,6.2,820.0,128.02127659574467,1074.0,114.17021276595744,1439.0,833.0,16.6,49.7,0.9295,2,4,5,0,1.5808510638297872,1.5723404255319149,1.5638297872340423,908.0,975.0,1038.0,17.8,19.4,19.4,44.9,40.7,38.1,1.5595744680851062,1032.1666666666667,20.349999999999998,36.733333333333334
2004-05-28 03:00:00,1.597872340425532,810.0,118.39251040221914,3.8,697.0,128.40425531914894,1221.0,114.23404255319149,1321.0,675.0,16.5,48.6,0.9028,3,4,5,0,1.5893617021276596,1.5808510638297872,1.5723404255319149,896.0,908.0,975.0,16.6,17.8,19.4,49.7,44.9,40.7,1.5680851063829786,992.1666666666666,19.166666666666668,40.28333333333333
2004-05-28 04:00:00,1.6063829787234043,789.0,118.28710124826632,2.8,638.0,128.7872340425532,1305.0,114.29787234042551,1309.0,672.0,15.2,53.6,0.919,4,4,5,0,1.597872340425532,1.5893617021276596,1.5808510638297872,810.0,896.0,908.0,16.5,16.6,17.8,48.6,49.7,44.9,1.5765957446808507,942.1666666666666,18.366666666666667,42.88333333333333
2004-05-28 05:00:00,1.6148936170212769,814.0,118.18169209431346,3.4,678.0,129.17021276595744,1276.0,114.36170212765956,1339.0,626.0,15.5,51.7,0.9019,5,4,5,0,1.6063829787234043,1.597872340425532,1.5893617021276596,789.0,810.0,896.0,15.2,16.5,16.6,53.6,48.6,49.7,1.585106382978723,902.6666666666666,17.483333333333334,45.93333333333334
2004-05-28 06:00:00,1.623404255319149,958.0,118.0762829403606,8.2,907.0,129.5531914893617,992.0,114.4255319148936,1536.0,882.0,14.9,54.8,0.9247,6,4,5,0,1.6148936170212769,1.6063829787234043,1.597872340425532,814.0,789.0,810.0,15.5,15.2,16.5,51.7,53.6,48.6,1.5936170212765957,865.3333333333334,16.833333333333332,48.199999999999996
2004-05-28 07:00:00,1.6319148936170214,1213.0,117.97087378640776,19.2,1274.0,129.93617021276594,762.0,114.48936170212768,1914.0,1264.0,16.3,51.3,0.9416,7,4,5,0,1.623404255319149,1.6148936170212769,1.6063829787234043,958.0,814.0,789.0,14.9,15.5,15.2,54.8,51.7,53.6,1.602127659574468,862.5,16.083333333333332,50.550000000000004
2004-05-28 08:00:00,1.6404255319148937,1221.0,117.86546463245492,22.6,1367.0,130.31914893617022,722.0,114.55319148936172,2008.0,1330.0,18.4,45.7,0.9559,8,4,5,0,1.6319148936170214,1.623404255319149,1.6148936170212769,1213.0,958.0,814.0,16.3,14.9,15.5,51.3,54.8,51.7,1.6106382978723406,913.3333333333334,15.833333333333334,51.61666666666667
2004-05-28 09:00:00,1.648936170212766,1245.0,117.7600554785021,19.4,1281.0,130.70212765957447,774.0,114.61702127659576,1952.0,1324.0,20.8,43.6,1.0614,9,4,5,0,1.6404255319148937,1.6319148936170214,1.623404255319149,1221.0,1213.0,958.0,18.4,16.3,14.9,45.7,51.3,54.8,1.6191489361702127,967.5,16.133333333333333,50.949999999999996
2004-05-28 10:00:00,1.6574468085106382,1050.0,117.65464632454923,9.6,963.0,131.08510638297872,998.0,114.6808510638298,1609.0,901.0,24.3,35.1,1.0477,10,4,5,0,1.648936170212766,1.6404255319148937,1.6319148936170214,1245.0,1221.0,1213.0,20.8,18.4,16.3,43.6,45.7,51.3,1.627659574468085,1040.0,16.849999999999998,50.116666666666674
2004-05-28 11:00:00,1.6659574468085103,1048.0,117.5492371705964,9.8,969.0,131.46808510638297,1012.0,114.74468085106383,1600.0,852.0,26.4,29.3,0.9889,11,4,5,0,1.6574468085106382,1.648936170212766,1.6404255319148937,1050.0,1245.0,1221.0,24.3,20.8,18.4,35.1,43.6,45.7,1.6361702127659574,1083.5,18.36666666666667,47.03333333333333
2004-05-28 12:00:00,1.674468085106383,1141.0,117.44382801664356,14.4,1128.0,131.85106382978722,902.0,114.80851063829788,1738.0,1009.0,28.3,25.0,0.9495,12,4,5,0,1.6659574468085103,1.6574468085106382,1.648936170212766,1048.0,1050.0,1245.0,26.4,24.3,20.8,29.3,35.1,43.6,1.6446808510638296,1122.5,20.183333333333334,43.300000000000004
2004-05-28 13:00:00,1.6829787234042553,1052.0,117.3384188626907,12.1,1053.0,132.2340425531915,949.0,114.87234042553192,1641.0,831.0,28.9,23.7,0.9285,13,4,5,0,1.674468085106383,1.6659574468085103,1.6574468085106382,1141.0,1048.0,1050.0,28.3,26.4,24.3,25.0,29.3,35.1,1.653191489361702,1153.0,22.416666666666668,38.333333333333336
2004-05-28 14:00:00,1.6914893617021276,1152.0,117.23300970873788,13.5,1099.0,132.61702127659575,908.0,114.93617021276596,1706.0,954.0,28.5,25.8,0.9931,14,4,5,0,1.6829787234042553,1.674468085106383,1.6659574468085103,1052.0,1141.0,1048.0,28.9,28.3,26.4,23.7,25.0,29.3,1.6617021276595743,1126.1666666666667,24.516666666666666,33.73333333333333
2004-05-28 15:00:00,1.7,1026.0,117.12760055478503,12.3,1061.0,133.0,982.0,115.0,1564.0,814.0,29.6,18.9,0.7692,15,4,5,0,1.6914893617021276,1.6829787234042553,1.674468085106383,1152.0,1052.0,1141.0,28.5,28.9,28.3,25.8,23.7,25.0,1.6702127659574464,1114.6666666666667,26.2,30.416666666666668
2004-05-28 16:00:00,1.7,1039.0,117.02219140083218,12.2,1055.0,131.0,966.0,117.0,1590.0,845.0,28.0,23.2,0.8613,16,4,5,0,1.7,1.6914893617021276,1.6829787234042553,1026.0,1152.0,1052.0,29.6,28.5,28.9,18.9,25.8,23.7,1.6787234042553187,1078.1666666666667,27.666666666666668,26.3
2004-05-28 17:00:00,2.1,1148.0,116.91678224687934,12.5,1067.0,133.0,887.0,105.0,1790.0,956.0,23.6,41.0,1.1786,17,4,5,0,1.7,1.7,1.6914893617021276,1039.0,1026.0,1152.0,28.0,29.6,28.5,23.2,18.9,25.8,1.685815602836879,1076.3333333333333,28.28333333333333,24.316666666666666
2004-05-28 18:00:00,2.2,1176.0,116.81137309292647,13.9,1114.0,141.0,843.0,114.0,1805.0,1102.0,21.5,48.1,1.2148,18,4,5,0,2.1,1.7,1.7,1148.0,1039.0,1026.0,23.6,28.0,29.6,41.0,23.2,18.9,1.758156028368794,1093.0,27.816666666666666,26.266666666666666
2004-05-28 19:00:00,1.8,1100.0,116.70596393897364,11.4,1028.0,112.0,900.0,103.0,1710.0,994.0,22.1,44.1,1.1573,19,4,5,0,2.2,2.1,1.7,1176.0,1148.0,1039.0,21.5,23.6,28.0,48.1,41.0,23.2,1.8457446808510636,1098.8333333333333,26.683333333333334,30.116666666666664
2004-05-28 20:00:00,1.8,1081.0,116.60055478502082,10.4,992.0,147.0,959.0,119.0,1680.0,935.0,20.2,47.2,1.1043,20,4,5,0,1.8,2.2,2.1,1100.0,1176.0,1148.0,22.1,21.5,23.6,44.1,48.1,41.0,1.8652482269503545,1106.8333333333333,25.55,33.51666666666667
2004-05-28 21:00:00,0.9,976.0,116.49514563106796,7.0,858.0,104.0,1070.0,102.0,1547.0,839.0,20.0,47.6,1.103,21,4,5,0,1.8,1.8,2.2,1081.0,1100.0,1176.0,20.2,22.1,21.5,47.2,44.1,48.1,1.8833333333333335,1095.0,24.166666666666668,37.083333333333336
2004-05-28 22:00:00,1.0,979.0,116.38973647711512,7.0,857.0,97.0,1082.0,96.0,1546.0,797.0,19.8,46.8,1.0697,22,4,5,0,0.9,1.8,1.8,976.0,1081.0,1100.0,20.0,20.2,22.1,47.6,47.2,44.1,1.7499999999999998,1086.6666666666667,22.566666666666666,41.86666666666667
2004-05-28 23:00:00,2.0,1092.0,116.28432732316227,11.3,1024.0,128.0,937.0,109.0,1706.0,968.0,19.6,47.0,1.0606,23,4,5,0,1.0,0.9,1.8,979.0,976.0,1081.0,19.8,20.0,20.2,46.8,47.6,47.2,1.633333333333333,1076.6666666666667,21.2,45.800000000000004
2004-05-29 00:00:00,1.8,1044.0,116.17891816920944,9.2,946.0,138.0,1009.0,119.0,1594.0,886.0,19.3,46.3,1.0279,0,5,5,1,2.0,1.0,0.9,1092.0,979.0,976.0,19.6,19.8,20.0,47.0,46.8,47.6,1.6166666666666665,1067.3333333333333,20.533333333333335,46.800000000000004
2004-05-29 01:00:00,1.1,940.0,116.0735090152566,6.8,849.0,93.0,1091.0,103.0,1509.0,764.0,18.5,48.7,1.0286,1,5,5,1,1.8,2.0,1.0,1044.0,1092.0,979.0,19.3,19.6,19.8,46.3,47.0,46.8,1.5499999999999998,1045.3333333333333,20.166666666666668,46.5
2004-05-29 02:00:00,0.6,892.0,115.96809986130376,5.1,767.0,71.0,1180.0,84.0,1466.0,657.0,18.0,51.4,1.0504,2,5,5,1,1.1,1.8,2.0,940.0,1044.0,1092.0,18.5,19.3,19.6,48.7,46.3,47.0,1.4333333333333333,1018.6666666666666,19.566666666666666,47.26666666666667
2004-05-29 03:00:00,0.3,838.0,115.86269070735092,3.4,675.0,57.5,1302.0,71.5,1390.0,540.0,17.9,50.8,1.0355,3,5,5,1,0.6,1.1,1.8,892.0,940.0,1044.0,18.0,18.5,19.3,51.4,48.7,46.3,1.2333333333333332,987.1666666666666,19.2,47.96666666666667
2004-05-29 04:00:00,0.2333333333333333,853.0,115.75728155339806,4.3,727.0,44.0,1179.0,59.0,1417.0,621.0,17.7,51.9,1.0379,4,5,5,1,0.3,0.6,1.1,838.0,892.0,940.0,17.9,18.0,18.5,50.8,51.4,48.7,1.133333333333333,964.1666666666666,18.849999999999998,48.5
2004-05-29 05:00:00,0.1666666666666666,738.0,115.6518723994452,1.5,545.0,18.0,1562.0,29.0,1266.0,450.0,17.7,49.7,0.997,5,5,5,1,0.2333333333333333,0.3,0.6,853.0,838.0,892.0,17.7,17.9,18.0,51.9,50.8,51.4,1.0055555555555553,943.1666666666666,18.5,49.35
2004-05-29 06:00:00,0.1,762.0,115.54646324549238,2.0,581.0,41.0,1588.0,45.0,1277.0,434.0,17.9,46.1,0.9383,6,5,5,1,0.1666666666666666,0.2333333333333333,0.3,738.0,853.0,838.0,17.7,17.7,17.9,49.7,51.9,50.8,0.6999999999999997,884.1666666666666,18.183333333333334,49.800000000000004
2004-05-29 07:00:00,0.5,841.0,115.44105409153954,4.0,713.0,84.0,1293.0,80.0,1356.0,559.0,18.4,43.9,0.9192,7,5,5,1,0.1,0.1666666666666666,0.2333333333333333,762.0,738.0,853.0,17.9,17.7,17.7,46.1,49.7,51.9,0.41666666666666646,837.1666666666666,17.95,49.76666666666666
2004-05-29 08:00:00,0.6,843.0,115.3356449375867,4.0,712.0,77.0,1303.0,77.0,1343.0,548.0,18.9,42.1,0.9081,8,5,5,1,0.5,0.1,0.1666666666666666,841.0,762.0,738.0,18.4,17.9,17.7,43.9,46.1,49.7,0.31666666666666643,820.6666666666666,17.933333333333334,48.96666666666667
2004-05-29 09:00:00,0.5,841.0,115.23023578363384,4.0,713.0,73.0,1326.0,68.0,1330.0,525.0,19.2,39.7,0.8728,9,5,5,1,0.6,0.5,0.1,843.0,841.0,762.0,18.9,18.4,17.9,42.1,43.9,46.1,0.31666666666666643,812.5,18.083333333333332,47.416666666666664
2004-05-29 10:00:00,0.7,862.0,115.124826629681,4.2,721.0,72.0,1329.0,66.0,1335.0,522.0,20.8,36.6,0.8878,10,5,5,1,0.5,0.6,0.5,841.0,843.0,841.0,19.2,18.9,18.4,39.7,42.1,43.9,0.3499999999999998,813.0,18.299999999999997,45.56666666666667
2004-05-29 11:00:00,0.7,869.0,115.01941747572816,4.5,740.0,77.0,1296.0,70.0,1366.0,535.0,21.3,35.8,0.8975,11,5,5,1,0.7,0.5,0.6,862.0,841.0,843.0,20.8,19.2,18.9,36.6,39.7,42.1,0.42777777777777753,814.5,18.816666666666666,43.01666666666667
2004-05-29 12:00:00,0.9,894.0,114.91400832177531,6.0,810.0,82.0,1204.0,74.0,1421.0,585.0,21.8,34.9,0.9004,12,5,5,1,0.7,0.7,0.5,869.0,862.0,841.0,21.3,20.8,19.2,35.8,36.6,39.7,0.5166666666666665,836.3333333333334,19.416666666666668,40.7
2004-05-29 13:00:00,0.7,844.0,114.80859916782248,4.8,755.0,67.0,1284.0,64.0,1350.0,521.0,22.8,31.4,0.8615,13,5,5,1,0.9,0.7,0.7,894.0,869.0,862.0,21.8,21.3,20.8,34.9,35.8,36.6,0.6499999999999998,858.3333333333334,20.066666666666666,38.833333333333336
2004-05-29 14:00:00,0.4,823.0,114.70319001386964,3.8,699.0,59.0,1382.0,60.0,1311.0,493.0,22.9,31.3,0.862,14,5,5,1,0.7,0.9,0.7,844.0,894.0,869.0,22.8,21.8,21.3,31.4,34.9,35.8,0.6833333333333331,858.8333333333334,20.8,36.75
2004-05-29 15:00:00,0.5,843.0,114.59778085991678,4.2,719.0,61.0,1353.0,63.0,1330.0,501.0,22.9,30.7,0.8461,15,5,5,1,0.4,0.7,0.9,823.0,844.0,894.0,22.9,22.8,21.8,31.3,31.4,34.9,0.6499999999999998,855.5,21.46666666666667,34.949999999999996
2004-05-29 16:00:00,0.6,865.0,114.49237170596396,5.1,767.0,76.0,1279.0,75.0,1369.0,559.0,23.8,29.2,0.8499,16,5,5,1,0.5,0.4,0.7,843.0,823.0,844.0,22.9,22.9,22.8,30.7,31.3,31.4,0.6499999999999998,855.8333333333334,22.083333333333332,33.449999999999996
2004-05-29 17:00:00,0.6,873.0,114.3869625520111,5.6,792.0,73.0,1247.0,79.0,1397.0,589.0,23.2,30.2,0.8442,17,5,5,1,0.6,0.5,0.4,865.0,843.0,823.0,23.8,22.9,22.9,29.2,30.7,31.3,0.6333333333333332,856.3333333333334,22.583333333333332,32.21666666666666
2004-05-29 18:00:00,0.8,899.0,114.28155339805826,5.8,803.0,87.0,1221.0,83.0,1426.0,596.0,22.4,31.3,0.8365,18,5,5,1,0.6,0.6,0.5,873.0,865.0,843.0,23.2,23.8,22.9,30.2,29.2,30.7,0.6166666666666664,857.0,22.900000000000002,31.28333333333333
2004-05-29 19:00:00,1.0,921.0,114.17614424410542,7.0,856.0,98.0,1163.0,93.0,1437.0,681.0,21.7,32.2,0.825,19,5,5,1,0.8,0.6,0.6,899.0,873.0,865.0,22.4,23.2,23.8,31.3,30.2,29.2,0.5999999999999998,857.8333333333334,23.0,30.683333333333334
2004-05-29 20:00:00,1.2,937.0,114.07073509015255,7.9,893.0,123.0,1106.0,112.0,1463.0,783.0,20.8,33.2,0.8061,20,5,5,1,1.0,0.8,0.6,921.0,899.0,873.0,21.7,22.4,23.2,32.2,31.3,30.2,0.6499999999999998,870.6666666666666,22.816666666666666,30.816666666666663
2004-05-29 21:00:00,1.0,901.0,113.96532593619972,6.5,834.0,102.0,1177.0,103.0,1408.0,738.0,20.1,35.0,0.8149,21,5,5,1,1.2,1.0,0.8,937.0,921.0,899.0,20.8,21.7,22.4,33.2,32.2,31.3,0.7833333333333331,889.6666666666666,22.466666666666665,31.133333333333336
2004-05-29 22:00:00,1.3,955.0,113.85991678224688,8.5,918.0,102.0,1056.0,93.0,1511.0,762.0,19.5,36.9,0.8258,22,5,5,1,1.0,1.2,1.0,901.0,937.0,921.0,20.1,20.8,21.7,35.0,33.2,32.2,0.8666666666666664,899.3333333333334,22.0,31.850000000000005
2004-05-29 23:00:00,2.7,1065.0,113.75450762829404,13.7,1106.0,142.0,897.0,112.0,1707.0,929.0,19.0,38.2,0.8327,23,5,5,1,1.3,1.0,1.2,955.0,901.0,937.0,19.5,20.1,20.8,36.9,35.0,33.2,0.9833333333333331,914.3333333333334,21.28333333333333,33.13333333333333
2004-05-30 00:00:00,2.7,1035.0,113.6490984743412,13.8,1110.0,148.0,907.0,125.0,1652.0,1044.0,18.5,39.4,0.832,0,6,5,1,2.7,1.3,1.0,1065.0,955.0,901.0,19.0,19.5,20.1,38.2,36.9,35.0,1.333333333333333,946.3333333333334,20.583333333333332,34.46666666666667
2004-05-30 01:00:00,1.6,956.0,113.54368932038837,9.1,945.0,107.0,1030.0,107.0,1509.0,892.0,17.8,41.7,0.844,1,6,5,1,2.7,2.7,1.3,1035.0,1065.0,955.0,18.5,19.0,19.5,39.4,38.2,36.9,1.6499999999999997,969.0,19.933333333333334,35.81666666666667
2004-05-30 02:00:00,0.6,869.0,113.4382801664355,6.5,835.0,61.0,1078.0,76.0,1437.0,807.0,19.2,42.0,0.9248,2,6,5,1,1.6,2.7,2.7,956.0,1035.0,1065.0,17.8,18.5,19.0,41.7,39.4,38.2,1.7499999999999998,974.8333333333334,19.283333333333335,37.4
2004-05-30 03:00:00,0.3,831.0,113.33287101248268,6.2,822.0,52.0,1085.0,65.5,1418.0,710.0,17.8,44.8,0.9048,3,6,5,1,0.6,1.6,2.7,869.0,956.0,1035.0,19.2,17.8,18.5,42.0,41.7,39.4,1.6499999999999997,963.5,19.016666666666666,38.86666666666667
2004-05-30 04:00:00,0.2,815.0,113.22746185852984,5.2,774.0,43.0,1113.0,55.0,1374.0,712.0,17.0,47.7,0.9185,4,6,5,1,0.3,0.6,1.6,831.0,869.0,956.0,17.8,19.2,17.8,44.8,42.0,41.7,1.5333333333333332,951.8333333333334,18.633333333333336,40.5
2004-05-30 05:00:00,0.1,781.0,113.122052704577,3.1,661.0,25.0,1271.0,37.0,1299.0,568.0,17.2,47.2,0.9178,5,6,5,1,0.2,0.3,0.6,815.0,831.0,869.0,17.0,17.8,19.2,47.7,44.8,42.0,1.3499999999999996,928.5,18.21666666666667,42.300000000000004
2004-05-30 06:00:00,0.1,781.0,113.01664355062414,2.9,645.0,32.0,1295.0,45.0,1320.0,575.0,17.3,47.6,0.9295,6,6,5,1,0.1,0.2,0.3,781.0,815.0,831.0,17.2,17.0,17.8,47.2,47.7,44.8,0.9166666666666664,881.1666666666666,17.916666666666668,43.800000000000004
